method,target_class,n_targets,mean_selected_rmsd,mean_oracle_rmsd,mean_selection_gap,mean_ranking_gap,mean_fallback_rate
fksmc_socm_final,ranking_limited,3,2.218624234199524,1.7388126055399578,0.4798116286595662,0.4798116286595662,0.0
fksmc_socm_final,search_limited,2,4.691662391026815,4.401304523150126,0.2903578678766885,0.2903578678766885,0.0
fksmc_socm_final,well_aligned,4,3.266990919907888,3.1723159352938333,0.09467498461405444,0.09467498461405444,0.008333333333333333
socm_final,ranking_limited,2,1.9824746052424111,1.445627212524414,0.5368473927179973,0.5368473927179973,0.0
socm_final,search_limited,2,4.691662391026815,4.401304523150126,0.2903578678766885,0.2903578678766885,0.0
socm_final,well_aligned,5,2.9430119673411053,2.8271408716837563,0.11587109565734868,0.11587109565734868,0.006666666666666666
