method,n_seeds,sr2,sr2_ci95,sr5,sr5_ci95,median_rmsd,median_rmsd_ci95,oracle_median_rmsd,oracle_median_rmsd_ci95,crash_rate,crash_rate_ci95,fallback_rate,fallback_rate_ci95
fksmc_socm_final,3,0.1111111111111111,0.0,0.9259259259259259,0.15937037037037047,3.1652915477752686,0.3013933876814365,3.055041710535685,0.16267779478404154,0.0,0.0,0.003703703703703704,0.015937037037037038
socm_final,3,0.14814814814814814,0.15937037037037036,0.9259259259259259,0.15937037037037047,2.8352954387664795,0.9611225841756426,2.6638430754343667,0.31761358524946776,0.0,0.0,0.003703703703703704,0.015937037037037038
