method,n_targets,mean_selected_rmsd,mean_oracle_rmsd,mean_selection_gap,mean_fallback_rate
fksmc_socm_final,7,2.8176909117471602,2.5579573653993153,0.2597335463478451,0.004761904761904757
socm_final,7,2.668572721027193,2.4324226833525158,0.2361500376746768,0.004761904761904757
